language,domain,pair_id,statement,label,country,stated_capital,correct_capital,false_capital,correct_total_logprob,false_total_logprob,correct_avg_token_logprob,false_avg_token_logprob,completion_total_margin,completion_avg_token_margin,model_prefers_correct_total,model_prefers_correct_avg_token,correct_completion_tokens,false_completion_tokens,stated_total_logprob,alternative_total_logprob,stated_avg_token_logprob,alternative_avg_token_logprob,completion_total_score,completion_avg_token_score,completion_total_predicted_label,completion_avg_token_predicted_label,knowledge_margin,completion_compatibility_score,completion_predicted_label,knowledge_bin,probe_prob_true,probe_predicted_label,split,probe_layer,seed
en,capital_balanced,balanced_capital_israel_jordan,The capital of Jordan is Amman.,1,Jordan,Amman,Amman,Jerusalem,-7.902067810297012,-7.777853012084961,-3.951033905148506,-7.777853012084961,-0.12421479821205139,3.8268191069364548,0,1,2,1,-7.902067810297012,-7.777853012084961,-3.951033905148506,-7.777853012084961,-0.12421479821205139,3.8268191069364548,0,1,3.8268191069364548,3.8268191069364548,1,high_avg_token_margin,0.3247432,0,test,6,42
en,capital_balanced,balanced_capital_israel_jordan,The capital of Jordan is Jerusalem.,0,Jordan,Jerusalem,Amman,Jerusalem,-7.902067810297012,-7.777853012084961,-3.951033905148506,-7.777853012084961,-0.12421479821205139,3.8268191069364548,0,1,2,1,-7.777853012084961,-7.902067810297012,-7.777853012084961,-3.951033905148506,0.12421479821205139,-3.8268191069364548,1,0,3.8268191069364548,-3.8268191069364548,0,high_avg_token_margin,0.8825117,1,test,6,42
en,capital_balanced,balanced_capital_lebanon_pakistan,The capital of Lebanon is Beirut.,1,Lebanon,Beirut,Beirut,Islamabad,-7.276768684387207,-11.063255310058594,-7.276768684387207,-11.063255310058594,3.7864866256713867,3.7864866256713867,1,1,1,1,-7.276768684387207,-11.063255310058594,-7.276768684387207,-11.063255310058594,3.7864866256713867,3.7864866256713867,1,1,3.7864866256713867,3.7864866256713867,1,high_avg_token_margin,0.8779371,1,train,6,42
en,capital_balanced,balanced_capital_lebanon_pakistan,The capital of Lebanon is Islamabad.,0,Lebanon,Islamabad,Beirut,Islamabad,-7.276768684387207,-11.063255310058594,-7.276768684387207,-11.063255310058594,3.7864866256713867,3.7864866256713867,1,1,1,1,-11.063255310058594,-7.276768684387207,-11.063255310058594,-7.276768684387207,-3.7864866256713867,-3.7864866256713867,0,0,3.7864866256713867,-3.7864866256713867,0,high_avg_token_margin,3.0940188e-07,0,train,6,42
en,capital_balanced,balanced_capital_lebanon_pakistan,The capital of Pakistan is Islamabad.,1,Pakistan,Islamabad,Islamabad,Beirut,-5.483669281005859,-12.358158111572266,-5.483669281005859,-12.358158111572266,6.874488830566406,6.874488830566406,1,1,1,1,-5.483669281005859,-12.358158111572266,-5.483669281005859,-12.358158111572266,6.874488830566406,6.874488830566406,1,1,6.874488830566406,6.874488830566406,1,high_avg_token_margin,0.99218714,1,train,6,42
en,capital_balanced,balanced_capital_lebanon_pakistan,The capital of Pakistan is Beirut.,0,Pakistan,Beirut,Islamabad,Beirut,-5.483669281005859,-12.358158111572266,-5.483669281005859,-12.358158111572266,6.874488830566406,6.874488830566406,1,1,1,1,-12.358158111572266,-5.483669281005859,-12.358158111572266,-5.483669281005859,-6.874488830566406,-6.874488830566406,0,0,6.874488830566406,-6.874488830566406,0,high_avg_token_margin,0.0057360493,0,train,6,42
en,capital_balanced,balanced_capital_afghanistan_kazakhstan,The capital of Afghanistan is Kabul.,1,Afghanistan,Kabul,Kabul,Astana,-6.48714017868042,-12.493723392486572,-6.48714017868042,-6.246861696243286,6.006583213806152,-0.2402784824371338,1,0,1,2,-6.48714017868042,-12.493723392486572,-6.48714017868042,-6.246861696243286,6.006583213806152,-0.2402784824371338,1,0,-0.2402784824371338,-0.2402784824371338,0,low_avg_token_margin,0.99873644,1,train,6,42
en,capital_balanced,balanced_capital_afghanistan_kazakhstan,The capital of Afghanistan is Astana.,0,Afghanistan,Astana,Kabul,Astana,-6.48714017868042,-12.493723392486572,-6.48714017868042,-6.246861696243286,6.006583213806152,-0.2402784824371338,1,0,1,2,-12.493723392486572,-6.48714017868042,-6.246861696243286,-6.48714017868042,-6.006583213806152,0.2402784824371338,0,1,-0.2402784824371338,0.2402784824371338,1,low_avg_token_margin,0.0069111125,0,train,6,42
en,capital_balanced,balanced_capital_afghanistan_kazakhstan,The capital of Kazakhstan is Astana.,1,Kazakhstan,Astana,Astana,Kabul,-8.995477888733149,-9.993852615356445,-4.497738944366574,-9.993852615356445,0.9983747266232967,5.496113670989871,1,1,2,1,-8.995477888733149,-9.993852615356445,-4.497738944366574,-9.993852615356445,0.9983747266232967,5.496113670989871,1,1,5.496113670989871,5.496113670989871,1,high_avg_token_margin,0.91672665,1,train,6,42
en,capital_balanced,balanced_capital_afghanistan_kazakhstan,The capital of Kazakhstan is Kabul.,0,Kazakhstan,Kabul,Astana,Kabul,-8.995477888733149,-9.993852615356445,-4.497738944366574,-9.993852615356445,0.9983747266232967,5.496113670989871,1,1,2,1,-9.993852615356445,-8.995477888733149,-9.993852615356445,-4.497738944366574,-0.9983747266232967,-5.496113670989871,0,0,5.496113670989871,-5.496113670989871,0,high_avg_token_margin,0.11369557,0,train,6,42
en,capital_balanced,balanced_capital_mongolia_nepal,The capital of Mongolia is Ulaanbaatar.,1,Mongolia,Ulaanbaatar,Ulaanbaatar,Kathmandu,-9.904835344030289,-12.099270880194126,-1.9809670688060579,-4.033090293398042,2.1944355361638372,2.0521232245919845,1,1,5,3,-9.904835344030289,-12.099270880194126,-1.9809670688060579,-4.033090293398042,2.1944355361638372,2.0521232245919845,1,1,2.0521232245919845,2.0521232245919845,1,low_avg_token_margin,0.15001051,0,test,6,42
en,capital_balanced,balanced_capital_mongolia_nepal,The capital of Mongolia is Kathmandu.,0,Mongolia,Kathmandu,Ulaanbaatar,Kathmandu,-9.904835344030289,-12.099270880194126,-1.9809670688060579,-4.033090293398042,2.1944355361638372,2.0521232245919845,1,1,5,3,-12.099270880194126,-9.904835344030289,-4.033090293398042,-1.9809670688060579,-2.1944355361638372,-2.0521232245919845,0,0,2.0521232245919845,-2.0521232245919845,0,low_avg_token_margin,0.02171633,0,test,6,42
en,capital_balanced,balanced_capital_mongolia_nepal,The capital of Nepal is Kathmandu.,1,Nepal,Kathmandu,Kathmandu,Ulaanbaatar,-8.640136470963625,-11.502770646475255,-2.8800454903212085,-2.300554129295051,2.86263417551163,-0.5794913610261574,1,0,3,5,-8.640136470963625,-11.502770646475255,-2.8800454903212085,-2.300554129295051,2.86263417551163,-0.5794913610261574,1,0,-0.5794913610261574,-0.5794913610261574,0,low_avg_token_margin,0.5377468,1,test,6,42
en,capital_balanced,balanced_capital_mongolia_nepal,The capital of Nepal is Ulaanbaatar.,0,Nepal,Ulaanbaatar,Kathmandu,Ulaanbaatar,-8.640136470963625,-11.502770646475255,-2.8800454903212085,-2.300554129295051,2.86263417551163,-0.5794913610261574,1,0,3,5,-11.502770646475255,-8.640136470963625,-2.300554129295051,-2.8800454903212085,-2.86263417551163,0.5794913610261574,0,1,-0.5794913610261574,0.5794913610261574,1,low_avg_token_margin,3.4594446e-05,0,test,6,42
en,capital_balanced,balanced_capital_bangladesh_sri_lanka,The capital of Bangladesh is Dhaka.,1,Bangladesh,Dhaka,Dhaka,Sri Jayawardenepura Kotte,-7.552946209907532,-55.61176061630249,-3.776473104953766,-6.951470077037811,48.05881440639496,3.1749969720840454,1,1,2,8,-7.552946209907532,-55.61176061630249,-3.776473104953766,-6.951470077037811,48.05881440639496,3.1749969720840454,1,1,3.1749969720840454,3.1749969720840454,1,high_avg_token_margin,0.9905572,1,train,6,42
en,capital_balanced,balanced_capital_bangladesh_sri_lanka,The capital of Bangladesh is Sri Jayawardenepura Kotte.,0,Bangladesh,Sri Jayawardenepura Kotte,Dhaka,Sri Jayawardenepura Kotte,-7.552946209907532,-55.61176061630249,-3.776473104953766,-6.951470077037811,48.05881440639496,3.1749969720840454,1,1,2,8,-55.61176061630249,-7.552946209907532,-6.951470077037811,-3.776473104953766,-48.05881440639496,-3.1749969720840454,0,0,3.1749969720840454,-3.1749969720840454,0,high_avg_token_margin,0.028550487,0,train,6,42
en,capital_balanced,balanced_capital_bangladesh_sri_lanka,The capital of Sri Lanka is Sri Jayawardenepura Kotte.,1,Sri Lanka,Sri Jayawardenepura Kotte,Sri Jayawardenepura Kotte,Dhaka,-49.084776639938354,-8.757795333862305,-6.135597079992294,-4.378897666931152,-40.32698130607605,-1.756699413061142,0,0,8,2,-49.084776639938354,-8.757795333862305,-6.135597079992294,-4.378897666931152,-40.32698130607605,-1.756699413061142,0,0,-1.756699413061142,-1.756699413061142,0,low_avg_token_margin,1.0,1,train,6,42
en,capital_balanced,balanced_capital_bangladesh_sri_lanka,The capital of Sri Lanka is Dhaka.,0,Sri Lanka,Dhaka,Sri Jayawardenepura Kotte,Dhaka,-49.084776639938354,-8.757795333862305,-6.135597079992294,-4.378897666931152,-40.32698130607605,-1.756699413061142,0,0,8,2,-8.757795333862305,-49.084776639938354,-4.378897666931152,-6.135597079992294,40.32698130607605,1.756699413061142,1,1,-1.756699413061142,1.756699413061142,1,low_avg_token_margin,0.009982765,0,train,6,42
en,capital_balanced,balanced_capital_myanmar_cambodia,The capital of Myanmar is Naypyidaw.,1,Myanmar,Naypyidaw,Naypyidaw,Phnom Penh,-13.455443744547665,-10.698003068595426,-3.3638609361369163,-2.6745007671488565,-2.757440675952239,-0.6893601689880597,0,0,4,4,-13.455443744547665,-10.698003068595426,-3.3638609361369163,-2.6745007671488565,-2.757440675952239,-0.6893601689880597,0,0,-0.6893601689880597,-0.6893601689880597,0,low_avg_token_margin,0.91971695,1,test,6,42
en,capital_balanced,balanced_capital_myanmar_cambodia,The capital of Myanmar is Phnom Penh.,0,Myanmar,Phnom Penh,Naypyidaw,Phnom Penh,-13.455443744547665,-10.698003068595426,-3.3638609361369163,-2.6745007671488565,-2.757440675952239,-0.6893601689880597,0,0,4,4,-10.698003068595426,-13.455443744547665,-2.6745007671488565,-3.3638609361369163,2.757440675952239,0.6893601689880597,1,1,-0.6893601689880597,0.6893601689880597,1,low_avg_token_margin,0.99997294,1,test,6,42
en,capital_balanced,balanced_capital_myanmar_cambodia,The capital of Cambodia is Phnom Penh.,1,Cambodia,Phnom Penh,Phnom Penh,Naypyidaw,-8.44693708376144,-19.01107144355774,-2.11173427094036,-4.752767860889435,10.564134359796299,2.6410335899490747,1,1,4,4,-8.44693708376144,-19.01107144355774,-2.11173427094036,-4.752767860889435,10.564134359796299,2.6410335899490747,1,1,2.6410335899490747,2.6410335899490747,1,high_avg_token_margin,0.99853885,1,test,6,42
en,capital_balanced,balanced_capital_myanmar_cambodia,The capital of Cambodia is Naypyidaw.,0,Cambodia,Naypyidaw,Phnom Penh,Naypyidaw,-8.44693708376144,-19.01107144355774,-2.11173427094036,-4.752767860889435,10.564134359796299,2.6410335899490747,1,1,4,4,-19.01107144355774,-8.44693708376144,-4.752767860889435,-2.11173427094036,-10.564134359796299,-2.6410335899490747,0,0,2.6410335899490747,-2.6410335899490747,0,high_avg_token_margin,4.166148e-06,0,test,6,42
en,capital_balanced,balanced_capital_laos_cuba,The capital of Laos is Vientiane.,1,Laos,Vientiane,Vientiane,Havana,-9.795179106295109,-12.593445777893066,-3.2650597020983696,-12.593445777893066,2.7982666715979576,9.328386075794697,1,1,3,1,-9.795179106295109,-12.593445777893066,-3.2650597020983696,-12.593445777893066,2.7982666715979576,9.328386075794697,1,1,9.328386075794697,9.328386075794697,1,high_avg_token_margin,0.872431,1,train,6,42
en,capital_balanced,balanced_capital_laos_cuba,The capital of Laos is Havana.,0,Laos,Havana,Vientiane,Havana,-9.795179106295109,-12.593445777893066,-3.2650597020983696,-12.593445777893066,2.7982666715979576,9.328386075794697,1,1,3,1,-12.593445777893066,-9.795179106295109,-12.593445777893066,-3.2650597020983696,-2.7982666715979576,-9.328386075794697,0,0,9.328386075794697,-9.328386075794697,0,high_avg_token_margin,0.046779763,0,train,6,42
en,capital_balanced,balanced_capital_laos_cuba,The capital of Cuba is Havana.,1,Cuba,Havana,Havana,Vientiane,-7.2444634437561035,-12.120544016361237,-7.2444634437561035,-4.040181338787079,4.876080572605133,-3.2042821049690247,1,0,1,3,-7.2444634437561035,-12.120544016361237,-7.2444634437561035,-4.040181338787079,4.876080572605133,-3.2042821049690247,1,0,-3.2042821049690247,-3.2042821049690247,0,low_avg_token_margin,0.9336172,1,train,6,42
en,capital_balanced,balanced_capital_laos_cuba,The capital of Cuba is Vientiane.,0,Cuba,Vientiane,Havana,Vientiane,-7.2444634437561035,-12.120544016361237,-7.2444634437561035,-4.040181338787079,4.876080572605133,-3.2042821049690247,1,0,1,3,-12.120544016361237,-7.2444634437561035,-4.040181338787079,-7.2444634437561035,-4.876080572605133,3.2042821049690247,0,1,-3.2042821049690247,3.2042821049690247,1,low_avg_token_margin,0.04831513,0,train,6,42
en,capital_balanced,balanced_capital_jamaica_dominican_republic,The capital of Jamaica is Kingston.,1,Jamaica,Kingston,Kingston,Santo Domingo,-8.538198471069336,-11.483180198818445,-8.538198471069336,-2.296636039763689,2.9449817277491093,-6.241562431305647,1,0,1,5,-8.538198471069336,-11.483180198818445,-8.538198471069336,-2.296636039763689,2.9449817277491093,-6.241562431305647,1,0,-6.241562431305647,-6.241562431305647,0,low_avg_token_margin,0.9703968,1,train,6,42
en,capital_balanced,balanced_capital_jamaica_dominican_republic,The capital of Jamaica is Santo Domingo.,0,Jamaica,Santo Domingo,Kingston,Santo Domingo,-8.538198471069336,-11.483180198818445,-8.538198471069336,-2.296636039763689,2.9449817277491093,-6.241562431305647,1,0,1,5,-11.483180198818445,-8.538198471069336,-2.296636039763689,-8.538198471069336,-2.9449817277491093,6.241562431305647,0,1,-6.241562431305647,6.241562431305647,1,low_avg_token_margin,0.051440388,0,train,6,42
en,capital_balanced,balanced_capital_jamaica_dominican_republic,The capital of Dominican Republic is Santo Domingo.,1,Dominican Republic,Santo Domingo,Santo Domingo,Kingston,-10.313797847600654,-13.940935134887695,-2.062759569520131,-13.940935134887695,3.6271372872870415,11.878175565367565,1,1,5,1,-10.313797847600654,-13.940935134887695,-2.062759569520131,-13.940935134887695,3.6271372872870415,11.878175565367565,1,1,11.878175565367565,11.878175565367565,1,high_avg_token_margin,0.900234,1,train,6,42
en,capital_balanced,balanced_capital_jamaica_dominican_republic,The capital of Dominican Republic is Kingston.,0,Dominican Republic,Kingston,Santo Domingo,Kingston,-10.313797847600654,-13.940935134887695,-2.062759569520131,-13.940935134887695,3.6271372872870415,11.878175565367565,1,1,5,1,-13.940935134887695,-10.313797847600654,-13.940935134887695,-2.062759569520131,-3.6271372872870415,-11.878175565367565,0,0,11.878175565367565,-11.878175565367565,0,high_avg_token_margin,0.077075526,0,train,6,42
en,capital_balanced,balanced_capital_costa_rica_panama,The capital of Costa Rica is San Jose.,1,Costa Rica,San Jose,San Jose,Panama City,-10.17737078666687,-9.407635927200317,-5.088685393333435,-4.703817963600159,-0.7697348594665527,-0.38486742973327637,0,0,2,2,-10.17737078666687,-9.407635927200317,-5.088685393333435,-4.703817963600159,-0.7697348594665527,-0.38486742973327637,0,0,-0.38486742973327637,-0.38486742973327637,0,low_avg_token_margin,0.29396346,0,test,6,42
en,capital_balanced,balanced_capital_costa_rica_panama,The capital of Costa Rica is Panama City.,0,Costa Rica,Panama City,San Jose,Panama City,-10.17737078666687,-9.407635927200317,-5.088685393333435,-4.703817963600159,-0.7697348594665527,-0.38486742973327637,0,0,2,2,-9.407635927200317,-10.17737078666687,-4.703817963600159,-5.088685393333435,0.7697348594665527,0.38486742973327637,1,1,-0.38486742973327637,0.38486742973327637,1,low_avg_token_margin,0.0032217784,0,test,6,42
en,capital_balanced,balanced_capital_costa_rica_panama,The capital of Panama is Panama City.,1,Panama,Panama City,Panama City,San Jose,-6.271121263504028,-10.902934074401855,-3.135560631752014,-5.451467037200928,4.631812810897827,2.3159064054489136,1,1,2,2,-6.271121263504028,-10.902934074401855,-3.135560631752014,-5.451467037200928,4.631812810897827,2.3159064054489136,1,1,2.3159064054489136,2.3159064054489136,1,high_avg_token_margin,0.022312779,0,test,6,42
en,capital_balanced,balanced_capital_costa_rica_panama,The capital of Panama is San Jose.,0,Panama,San Jose,Panama City,San Jose,-6.271121263504028,-10.902934074401855,-3.135560631752014,-5.451467037200928,4.631812810897827,2.3159064054489136,1,1,2,2,-10.902934074401855,-6.271121263504028,-5.451467037200928,-3.135560631752014,-4.631812810897827,-2.3159064054489136,0,0,2.3159064054489136,-2.3159064054489136,0,high_avg_token_margin,0.0056020482,0,test,6,42
